,line_text
889,camera get right camera zoom meredith desk meredith birthday girl meredith card happy bird day laugh um let see jim jim wrote meredith heard turning come accountant fudge number bad pretty funny appreciate condoning corporate fraud though uh thing whatever write really really funny people expecting already set bar really high worried job know kinda dark imagine wrote something like uh oh meredith happy birthday great love michael pretend vomit laugh
890,seem awfully chummy think
891,yeah think
892,one way find
893,
894,going believe
895,believe
896,well tension high kitchen
897,could tell body language
898,hey kev look good turkey
899,italian
900,oh italian nice wow got work red onion provolone
901,yeah
902,toby kevin trying get angela kicked
903,good let em help cause
904,well know kevin accounting toby human resource talking
905,oh forming alliance
906,love sandwich
907,love sandwich
908,bread really good
909,bread good
910,damn god
911,ok listen need assume everyone office forming alliance therefore trying get u kicked
912,god damn u
913,strong dwight strong
914,staring birthday card meredith meredith meri mary little lamb mary meredith little lamb bring lamb work poop floor
915,hey oscar come
916,uh sorry bother
917,oh come going
918,nephew involved um charity cerebral palsy wondering maybe like know
919,
920,donate charity
921,oh god course would get get
922,thank
923,always good serious buckage wow two dollar three dollar people care disease going give
924,generous
925,oh gosh well listen oscar generosity togetherness community convalescence morale say
926,whispering hey jim talk second
927,sure
928,um know like going little crazy cause keep overhearing conversation michael corporate like staff issue
929,oh
930,yeah making take note meeting like people friend like confidential tell anybody feel like want aaah promise gonna say anything
931,going tell anybody
932,ok yeah
933,jackpot
934,beautiful idea awesome great
935,looking birthday card meredith bad breath meredith bad breath
936,hey wanted see
937,yeah know meredith
938,think missed
939,going downsizing dwight ok need know little bit friend
940,name meredith palmer uh personal information divorced twice two kid uh employer dunder mifflin paper incorporated award multiple dundies
941,know know need something kind embarrassing know kind fun inside
942,hysterectomy
943,laugh one
944,remove uterus
945,oh god dwight trying write something funny going removed uterus
946,could kind funny
947,know deadline ok thanks thanks help work thank dwight waste time
948,ok deal right pam say one alliance meeting warehouse meredith birthday
949,oh god
950,know gonna little tough good place hide
951,yes behind shelf oh god
952,
953,know know exactly
954,give dwight high five great
955,deer hunter go time dad one thing deer good vision one thing better hiding vision
956,going perfect ok centrally located perfect cover hear see everything
957,good
958,michael done yet
959,almost sec second perfect thank excellent go time thank ok come let go get cake go come shhh quiet
960,wait gonna work lid open
961,tape
962,able breathe
963,look breathe fine ok make feel better poke hole box
964,thank thank ok
965,oh surprise
966,ah
967,surprise meredith one two
968,find key
969,want stay know stand next box
970,need go upstairs party people notice gone
971,right good
972,trust jim know choice frankly trust jim yes trust jim tell
973,many
974,last year five year ago
975,surprised
976,yes
977,looked freaked man said surprise like hell goin good cake
978,uh um
979,come little bit
980,eat dairy
981,oh right god bad good
982,yeah make sick
983,know allergic dairy think kill cause way way good
984,box
985,pam box downstairs box floor near shelf serious go work magic
986,cell phone hey yeah supposed meet oh gosh tie perfectly something michael telling earlier know people like accounting going said specifically
987,box fall oh
988,jim good party huh little something whipped know little morale boost big deal
989,speaking meant tell impressive uh donation gave oscar charity buck
990,well know money everything jim key happiness know joy remember maybe give three dollar next time
991,yeah well three dollar mile gonna end like buck god even calculate gonna give
992,oscar around
